Station,Nom_Station,E_CH1903,N_CH1903,lon_wgs84,lat_wgs84,Zone_Lac,Profondeur_Max_m,Annee,Mois,Parametre,Valeur,Unite,Profondeur_Echantillon_m,Groupe_Taxonomique,Statut_Trophique,Indice_Qualite,Notes
SHL2,Grand Lac Centre,545000,145000,6.5889,46.4525,Grand_Lac,309,1990,NA,Chlorophylle_a_Moyenne,6.5,µg/L,0-30,NA,Mesotrophe,NA,"Periode amelioration qualite eaux"
SHL2,Grand Lac Centre,545000,145000,6.5889,46.4525,Grand_Lac,309,2000,NA,Biomasse_Annuelle_Moyenne,1800,µg/L,0-30,NA,Oligomesotrophe,NA,"Tendance re-oligotrophisation"
SHL2,Grand Lac Centre,545000,145000,6.5889,46.4525,Grand_Lac,309,2010,NA,Indice_Shannon,2.6,score,NA,NA,NA,NA,"Plus haute diversite chronique"
SHL2,Grand Lac Centre,545000,145000,6.5889,46.4525,Grand_Lac,309,2015-2024,NA,Chlorophylle_a_Moyenne,4.0,µg/L,0-30,NA,Oligomesotrophe,NA,"Stabilisation moyenne 10 ans"
SHL2,Grand Lac Centre,545000,145000,6.5889,46.4525,Grand_Lac,309,2015-2024,NA,Production_Primaire_Moyenne,3.2,µgC/L/h,0-20,NA,Oligomesotrophe,NA,"Moyenne decennale production"
Rhone_Embouchure,Embouchure Rhone,551000,143500,6.6833,46.4333,Grand_Lac_Est,NA,2024,Juillet,Evenement_Crue,Historique,NA,NA,NA,NA,NA,"Crue 30 juin 2024 - impact fort phytoplancton (apport taxons benthiques)"
Rhone_Embouchure,Embouchure Rhone,551000,143500,6.6833,46.4333,Grand_Lac_Est,NA,2024,Juillet,Apport_Taxons_Benthiques,Eleve,NA,NA,Diatomees_benthiques,NA,NA,"Ulnaria acus + Achnanthidium augmentent post-crue"
Rhone_Embouchure,Embouchure Rhone,551000,143500,6.6833,46.4333,Grand_Lac_Est,NA,2024,NA,Flux_Sediments,Eleve,NA,NA,NA,NA,NA,"Apports dilution biomasse phytoplancton zone est"
Dranse_Embouchure,Embouchure Dranse,548500,148000,6.6200,46.4892,Grand_Lac_Sud,NA,2024,NA,Apport_Crues,Modere,NA,NA,NA,NA,NA,"Affluent secondaire apportant taxons benthiques lors crues"
Arc_Lemanique,Villeneuve-Geneve,520000-500000,137000-130000,6.3-6.1,46.35-46.28,Gradient_Longitudinal,NA,2024,NA,Gradient_Trophique,Oligomesotrophe,NA,NA,NA,NA,NA,"Petit Lac plus eutrophe que Grand Lac"
Arc_Lemanique,Villeneuve-Geneve,520000-500000,137000-130000,6.3-6.1,46.35-46.28,Gradient_Longitudinal,NA,2024,NA,Gradient_Transparence,Positif,NA,NA,NA,NA,NA,"Augmente vers est (dilution Rhone)"
CIPEL_Objectif,Objectif CIPEL,NA,NA,NA,NA,Leman_Global,NA,2024,NA,Biomasse_Phytoplancton_Objectif,1000,µg/L,NA,NA,NA,NA,"Objectif a ne pas depasser - 2024: 1006 µg/L (legerement depasse)"
CIPEL_Objectif,Objectif CIPEL,NA,NA,NA,NA,Leman_Global,NA,2024,NA,Indice_Brettum_Objectif,4.0,score,NA,NA,Bon_etat_minimum,NA,"Objectif atteint en 2024 (4.25)"
CIPEL_Objectif,Objectif CIPEL,NA,NA,NA,NA,Leman_Global,NA,2024,NA,Valeur_Reference_Brettum,4.62,score,NA,NA,Tres_bon_etat,NA,"Ecosysteme non impacte activites humaines"
Contexte_Climatique,Changement Climatique,NA,NA,NA,NA,Leman_Global,NA,2024,NA,Impact_Temperature,Progressif,NA,NA,NA,NA,NA,"Rechauffement eaux depuis 1973 - favorise especes thermophiles"
Contexte_Climatique,Re-oligotrophisation,NA,NA,NA,NA,Leman_Global,NA,1990-2024,NA,Amelioration_Qualite,Durable,NA,NA,NA,Oligomesotrophe,NA,"Diminution phosphore total - retour conditions oligotrophes"
Contexte_Climatique,Stratification,NA,NA,NA,NA,Leman_Global,NA,2024,NA,Stabilite_Colonne_Eau,Renforcee,NA,NA,NA,NA,NA,"Impact rechauffement - reduit brassage hivernal"
